val_idx,subset,pred_stage5,pred_stage6
690,Aka_Gha,Sɛ wopɛ sɛ wugyina nsusuwii a ntease wom ne w’ankasa gyinapɛn ahorow so ka wo gyinaesi ne wo hye (bo,"Nkitahodi a ɛda adi pefee na ɛyɛ nokware a wɔne awofoɔ di no boa mmabun ma wɔte wɔn gyinapɛn ahorow,"
691,Aka_Gha,"Awofo, ahwɛfo, ne mpanyimfo afoforo a wogye wɔn di betumi adi dwuma a ɛboa wɔ mmɔden a mmabun bɔ sɛ ","Awofo, wɔn a wɔhwɛ mmofra, akyerɛkyerɛfo, ne mpanyimfo afoforo a wogye wɔn di di dwuma titiriw wɔ mm"
692,Aka_Gha,Akuo anaa ahyehyɛdeɛ a asuafoɔ di anim bɛtumi adi dwuma titire wɔ adwenem apɔwmuden ho nimdeɛ a wɔbɛ,Nhwɛsoɔ a ɛfa nsɛm ho amanneɛbɔ ho nimdeɛ a atipɛnfoɔ di anim a ɛdi mu ne ɔsatuo a wɔn botaeɛ ne sɛ 
693,Aka_Gha,Sɛnea wobenya aduru a wɔnom na woanyinsɛn wɔ mmerɛ a ɛsɛ ntɛm mu: Nnurutɔnbea ahorow: Wobetumi anya ,"Wobetumi anya nyinsɛn ano aduru a egye ntɛmpɛ a wɔtɔn wɔ aduruyɛdan mu ne nea wɔkyerɛw ma wo, egyina"
696,Aka_Gha,Mmarima ne mmaa awoɛ nhyehyɛe no yɛ adwuma sɛ kuo de bɔ ɔkra foforo! Mmarima awoɔ nhyehyɛe no ma mma,"Ɛsɛ sɛ mmabun nya nna ne awo akwahosan ho nhyehyɛe ahorow, a nea ɛka ho ne: Nyinsɛn ano aduro (sɛ nh"
697,Aka_Gha,"Nsa, nnuro a ɛma nna (sedatives) ma woda, w'ani so tɔ wo, wowerɛ fi. Wuntumi nsi gyinaeɛ anaa wompen",Ahooden a wɔde di dwuma. Hunahuna. Wɔde wo di dwuma bere a w'ani so tɔ wo. Nhyɛsoɔ ne awerɛto  'Reve
698,Aka_Gha,"Mpene a wɔpene so kyerɛ kwan anaa pene a wɔde ma wɔ adeyɛ pɔtee bi ho, titiriw wɔ abusuabɔ ne nna mu","Tumi a ɛkɔ so, nhyɛso, nsakrae, ne nhyɛso betumi anya pene a wɔpene so so nsusuansoɔ kɛse denam tumi"
699,Aka_Gha,Ahokokwaw/tumi a wɔde nya adwuma/sika a wobenya. Mfiridwuma/soft/adwumayɛ ho nimdeɛ. Ɛma adwumayɛ gu,"Sikasɛm ho adwumayɛ kyerɛ nneɛma ne ano aduro ahorow a sikakorabea ahorow, boseabɔ akuo, ne sikasɛm "
701,Aka_Gha,Ɔbarima ne ɔbea nna ho nneyɛe a ahobammɔ wom te sɛ kɔndɔm a wɔde di dwuma ne nhwehwɛmu a wɔyɛ no daa,Mmara a ɛyɛ ahyɛde a ɛfa amanneɛbɔ ho di dwuma titiriw wɔ nna mu basabasayɛ ne wɔn a wɔde di dwuma ɔ
704,Aka_Gha,"Amammerɛ ne nyamesom akuw ahorow no nnye LGBTQ+ dwumadi ahorow ntom wɔ Ghana, nanso wɔn nkyerɛkyerɛ ","Mpɛn pii no, amammerɛ ne nyamesom mu nneɛma di dwuma titiriw wɔ ankorankoro gyinapɛn ne gyidie ahoro"
705,Aka_Gha,Ɛsɛ sɛ mmabun a wɔadi dɛm de wɔn ho hyɛ nna ne awo akwahosan ho nhyehyɛe ne nhyehyɛe ahorow a ɛhaw w,Mmabun betumi de wɔn ho ahyɛ  mpɔtam kuo  a wɔn botae ne sɛ wobedi nna ne awo akwahosan ho haw ahoro
707,Aka_Gha,Akwan a Wɔde Siw Nyinsɛn Ano Tu mpɔn: Ɛsono sɛnea akwan a wɔfa so siw nyinsɛn ano no tu mpɔn. Akwan ,"Amammerɛ ne  ɔsom mu gyinapɛn ahorow nya suban ne nneyɛe a ɛfa nna mu dwumadi, nyinsɛn a wosiw ano, "
710,Aka_Gha,Nneɛma a Wɔde Kɔma Wɔn: Ntrɛwmu a wɔde frɛ nkurɔfo ne telefon a wɔde boa wɔn betumi ama mmabun a wɔr,Mmabun betumi de wɔn ho ahyɛ  mpɔtam kuo  a wɔn botae ne sɛ wobedi nna ne awo akwahosan ho haw ahoro
711,Aka_Gha,"Awofo, wɔn a wɔhwɛ wɔn, ne mpanyimfo afoforo betumi aboa mmabun wɔ ɔkwan bi sei: Nsɛm a ɛyɛ nokware ","Akyerɛkyerɛfo, awofo, ne ahwɛfo betumi aboa mmabun ma wɔanya nsɛm ho amanneɛbɔ ho nimdeɛ wɔ akwan ah"
716,Aka_Gha,"Nneɛma ne mmoa dwumadie a ɛwɔ hɔ a ɛbɛboa mmabun ma wɔanya nsɛm, nhwehwɛmu, ayaresa, ne mmoa a wɔde ","Sɛ woyɛ nhwehwɛmu hu sɛ wowɔ STI anaa HIV a, ɛho bɛhia sɛ: Hwehwɛ ayaresa na wodi w’akwahosan ho ɔya"
718,Aka_Gha,"Yiw, mmoa ntam nkitahodi ne ahyehyɛde ahorow bi wɔ hɔ a wɔkyereɛ  akwannya ahorow a mmabun wɔ sɛ won","Yiw, ahyehyɛde ahorow ne mmoa nkitahodi ahorow wɔ hɔ a ɛbɛboa mmabun, a nea ɛka ho ne: Ayaresabea ah"
720,Aka_Gha,Mmabun a wɔadi dɛm betumi anya nna ne awo akwahosan ho nsɛm ne nnwuma a edi mu wɔ akwahosan ho nhyeh,Kwan a yɛfa so pere ma atentenenee: Ɔsatu a wɔde ma nkurɔfo hu: Mmabun betumi de abɛɛfo ntentan ne m
721,Aka_Gha,"Mmabun betumi akasa ama awo akwahosan ho nhyehyɛe a edi mu, a nyinsɛn a wotu gu ne nyinsɛn a woyi gu",Wɔwɔ hɔ ma mmabun a wɔhwɛ nyinsɛn a woyi gu akyi de di honam fam anaa atenka fam ahiade biara ho dwu
724,Aka_Gha,nea broni ka no 'Social media platform' ahorow de kokoam nhyehyɛe ahorow ma de hwɛ onii a obehu wo n,Mmabun betumi de nea broni ka no 'social media'  ne dijitaal akwan afoforo adi dwuma de ama wɔn nne 
728,Aka_Gha,Mmabun betumi aboa wɔn a wɔanya wɔn ti adidi mu wɔ nna mu ɔbrasɛe mu denam: Tema a Wɔde Ma: Atie a t,Wɔn a wɔanya wɔn ti adidi mu wɔ nna mu basabasayɛ mu no wɔ akwannya ne ahobammɔ a wɔde ma wɔn wɔ mma
729,Aka_Gha,Wobetumi: Wɔahyehyɛ asuafo akuw anaa aku de ama nkurɔfo ate ase na wɔakasa nna ho adesua a edi mũ ak,Wobetumi de nsɛm ho amanneɛbɔ ho adesua aka sukuu adesua nhyehyɛe ne mpɔtam hɔ nhyehyɛe ahorow ho de
730,Aka_Gha,Mmara kwan so nsusuwii ahorow a ɛfa dɛmdi ho no gu ahorow a egyina ɔman ne ɔmantam no so. Ɛho hia sɛ,Mpɔtam Nhyiamu/'Durbars': Kɔ mpɔtam hɔ nhyiamu na kasa fa hia a ɛho hia sɛ wɔsua mmabunbere ne nna m
731,Aka_Gha,"Aane, tebea horow bi betumi aba a mmabun hia awofo anaa ɔhwɛfo pene ma nna ne awo akwahosan ho nnwum","Wɔ mmeae pii no, mmabun betumi anya awo ho akwahosan ho nhyehyɛe a awofo mpene so anaasɛ wɔmfa wɔn h"
733,Aka_Gha,"Mmabun betumi anya asetena mu ahobanbɔ nhyehyɛe ahorow denam aban adwumayɛbea ahorow, mpɔtam ahyehyɛ",Mmabun betumi anya adwene a ɛne sɛ wobesua ade wɔ wɔn nkwa nna nyinaa mu na wɔakɔ so anya ahokokwaw 
734,Aka_Gha,Mmabun betumi ahu nna mu basabasayɛ ho sɛnkyerɛnne na wɔayɛ ho biribi denam nneɛma a wɔtaa de kyerɛ ,Mmabun betumi aboa atipɛnfo a ebia wɔrehyia nhyɛso anaa nhyɛso wɔ abusuabɔ mu denam atemmu a wɔde bɛ
736,Aka_Gha,Mmabun betumi akasa ama hokwan a wɔwɔ sɛ wɔpene so na wosi gyinae wɔ nna ne awo akwahosan ho nhyehyɛ,"Yiw, amammerɛ anaa nyamesom mu gyidi ahorow betumi anya adwene a nkurɔfo kura wɔ nna, nyinsɛn a wosi"
738,Aka_Gha,"Nkɔmmɔbɔ a Wobue Mu: Fi ase ne nnamfo bɔ nkɔmmɔ a ɛnyɛ aniberesɛm fa abusuabɔ pa, pene a wɔpene so, ",Di Nkitahodi: Wo ne afoforo nka wo nkate ne wo hye ho nkɔmmɔ pefee na fi nokwaredi mu. Obu: Bu afofo
739,Aka_Gha,Atipɛnfo atipɛnfo a wɔde wɔn ho hyɛ mu no fa mmabun a wɔboa wɔn ho wɔn ho na wɔkyerɛ wɔn ho wɔn ho k,Hu nnipa a wɔyɛ wɔn ho wɔn ho a ɛka bom: Ɛsɛ sɛ mmɔden a wɔbɔ sɛ wɔbɛkasa ama nhyehyɛe ahorow no hwɛ
740,Aka_Gha,Sukuu ahorow betumi adi animtiaabu a ɛfa adwenemyare ho no ho dwuma na wɔahyɛ nkɔmmɔbɔ a ɛda adi pef,"Nkitahodie a ɛda adi pefee na ɛyɛ nokware a ɛfa adwenemyare ho no ma wonya ntease, mmoa, ne gye a wo"
741,Aka_Gha,Wɔaka nnipa hokwan ahorow pii ama nnipa a wɔadi dɛm a ɛne asetena mu atɛntrenee akuo afoforo a ɔmanf,Mmara mu Ahobammɔ: Mmara bɔ ankorankoro a wɔadi dɛm ho ban fi nna mu ayayade ne ateetee ho. Mpɔtam b
744,Aka_Gha,"Wɔ nkate fam mmoa ne ɔhaw mu mmoa a wɔde wɔn ho hyɛ mu akyi no, ɔhaw ho mmoa telefon ahorow betumi d","Yiw, adwene mu apomoden dwummadie ho adwumayɛbea ahorow betumi adi nsɛm a ɛfa mmabun nna ne awoɔ apo"
746,Aka_Gha,"Mmabun wɔ mmara kwan so hokwan ne ahobammɔ a ɛfa awo akwahosan ho nhyehyɛe a wobenya ho, a ebia nea ",Mmara ne nhyehyeɛ a ɛfa ɔhokafoɔ amanneɛbɔ a ɛfa nna mu yarewa a yɛfrɛ no wɔ broɔfo kasa mu sɛ STI n
747,Aka_Gha,"Mmabun betumi ne mmara ho abenfo, nnipa hokwan ahyehyɛde ahorow, apomoden ho adwumayɛfo, akyerɛkyerɛ","Mmabun betumi ne nhyehyɛeyɛfo, mpɔtam hɔ akannifo, ne ahyehyɛde ahorow a wɔkamfo kyerɛ no ayɛ biako "
749,Aka_Gha,Hwehwɛ mpɔtam hɔ adwene mu apomoden kuo ahyehyɛdeɛ anaa mpɔtam hɔ mmeaeɛ a wɔde mmoa akuo anaa nhyia,"Atipɛnfo mmoa nkitahodi ahorow ma nkitahodi a ɛda adi pefee, osuahu ahorow a wɔkyɛ, ne wɔn ho wɔn ho"
751,Aka_Gha,Mmabun betumi ama wɔn nsɛm ho amanneɛbɔ ho nimdeɛ akɔ anim na wɔafa nsɛm ho amanneɛbɔ mu nsɛm a ɛyɛ ,"Mmabun betumi anya nneɛma ne nnwinnade ahorow a wɔde besua ankorankoro sikasɛm, sikakorabea akwan, n"
753,Aka_Gha,Amammerɛ mu gyinapɛn ne gyinapɛn ahorow gu ahorow wɔ mpɔtam ne aman ahorow mu esiane nneɛma te sɛ: A,"Mmabun betumi ahu na wɔakasa atia ɔmanfo gyinapɛn ahorow, suban ahorow, ne gyidi ahorow a ɛma nhyɛso"
754,Aka_Gha,"Yiw, asetra mu nneɛma bi betumi aka sɛnea akwan horow bi tu mpɔn: Nnuru a wɔde siw awo ano a ɛyera: ",Ahorow:Aduru a wɔde siw nyinsɛn ano putupuru (ECP): Ɛwɔ honam mu nkwammoa (hormones) a ɛsi nyinsɛn a
755,Aka_Gha,Ɛtaa ba sɛ wubenya ntawntawdi wɔ amammerɛ anaa nyamesom nkyerɛkyerɛ ne ankorankoro gyidi anaa osuahu,Pɛpɛɛpɛ! Wubetumi ne akwahosan ho ɔyaresafo akasa afa nyinsɛn ano aduru ho sɛ mpo wunnya nyɛɛ nna mu
763,Aka_Gha,"Yiw, asetra mu nneɛma bi betumi aka sɛnea akwan horow bi tu mpɔn: Nnuru a wɔde siw awo ano a ɛyera: ",Akwan a wɔfa so yɛ: Nnuru a wɔde siw nyinsɛn ano: Nnuru a wɔde siw nyinsɛn ano a wɔnom a nkwaadwom '
769,Aka_Gha,Sukuu ahorow di dwuma titiriw wɔ nna ne awo akwahosan ho nkyerɛkyerɛ ne nnwuma a wɔde ma mmabun mu d,Nna ho nkyerɛkyerɛ a ɛkɔ akyiri boa mmabun ma wɔsi gyinaeɛ a nimdeɛ wom wɔ wɔn nna mu apɔmuden ne su
771,Aka_Gha,Wɔde nnuru a wɔde siw nyinsɛn ano a wɔsan frɛ no awo ano aduru di dwuma de siw nyinsɛn ano. Nneɛma p,PrEP yɛ adwinnade biako pɛ wɔ ɔkwan a ɛkɔ akyiri a wɔfa so siw HIV ano mu. Kɔndɔm a wɔde di dwuma ne
777,Aka_Gha,"Atosɛm: Mmofra a w'adi dɛm ho yɛ na: Nokwasɛm: Mmofra a wɔadi dɛm abu so, na nnipa pii behyia dɛmdi ",Atorɔ adwene  anaa anansesɛm a wɔtaa nya wɔ mmara mu afã ahorow a ɛfa awo akwahosan ho nhyehyɛe a wɔ
781,Aka_Gha,"Adwene mu akwahosan ""mental health"" nya tumi a yɛtumi de yɛn ho hyɛ nna ne awo akwahosan ho nkyerɛky",Nna di dwuma titiriw wɔ adwennwen ano aduru ne adwene mu apɔwmuden nyinaa mu. Da a ɛnkɔ yie betumi a
784,Aka_Gha,Kwan a yɛfa so pere ma atentenenee: Ɔsatu a wɔde ma nkurɔfo hu: Mmabun betumi de abɛɛfo ntentan ne m,"Wobetumi de nkɔmmɔbɔ a ɛfa ahwɛfoɔ a wɔde wɔn ho hyɛ mu ho no ahyɛ nna ho nkyerɛkyerɛ a ɛkɔ akyiri, "
786,Aka_Gha,Nhomasua ne Nhumu: Nhomasua ne nhumu nhyehyɛe ahorow di dwuma titiri wɔ asiane ahorow a ɛwɔ aware a ,"Mmabun betumi akamfo nhyehyɛe ahorow a ɛfa nhyɛso""coercion"" ho, ahyɛ pene a wɔkyerɛkyerɛ ho nkuran, "
787,Aka_Gha,Amammerɛ mu gyinapɛn ahorow a ɛfa ɔbarima ne ɔbea dwumadi ne nna ho betumi aka SRH ho nsɛm ne nnwuma,Amammerɛ mu gyinapɛn ahorow nya suban ne nneyɛe a ɛfa nna ne awo akwahosan ho so nkɛntɛnso kɛse wɔ m
798,Aka_Gha,Mmabun betumi de nea broni ka no 'social media'  ne dijitaal akwan afoforo adi dwuma de ama wɔn nne ,Mmabun betumi de nsɛm ama anaasɛ wɔde wɔn suahu akyerɛ wɔ intanɛt so ɔhaw ahorow a wɔde wɔn ho hyɛ m
799,Aka_Gha,Nkɔmmɔbɔ di akwanside ahorow a mmabun akuo a wɔato wɔn sintidua hyia no ho dwuma denam nneɛma a wɔde,Mmabun betumi de wɔn ho ahyɛ nhyehyɛe a wɔkamfo kyerɛ mu denam sikasɛm mu pɛyɛ a enni hɔ ho nimdeɛ a
802,Aka_Gha,Nyinsɛn a wosiw ano ntɛm ara yɛ ɔkwan a wɔfa so siw nyinsɛn ano bere a wɔne wɔn ho da a wɔammɔ wɔn h,Hokwan a mmabun wɔ sɛ woyi nyinsɛn gu no kyerɛ sɛ wobetumi apaw nneɛma a ɛfata wɔ wɔn awo akwahosan 
803,Aka_Gha,"Mmabun betumi de ahye a ɛfata asi hɔ na wɔakura mu denam wɔn ankasa ahiade, nkate, ne anohyeto ahoro",Ahye yɛ akwan ahorow a wode si hɔ na ama woate nka sɛ wowɔ ahobammɔ na wobu wo. Eyinom betumi ayɛ ho
804,Aka_Gha,"Amammerɛ mu Nsunsuanso 'Cultural Impact': Bɔbeasu mu gyinapɛn ""Gender norms"": Amammerɛ mu gyinapɛn a",Sɛ wobɛhwɛ ɔbarima ne ɔbea nna so no kyerɛ sɛ wubehu akwan horow a ɔbarima ne ɔbea nna nya ankoranko
807,Aka_Gha,Ahyehyɛde ahorow a ɛwɔ mpɔtam hɔ de abɛɛfo mfiridwuma nea broni ka no 'technology'  ne 'sohyial medi,Nsɛnnennen anaa asiane ahorow bi a ɛtaa ba a ɛbata dijitaal akwan a wɔde di dwuma de nya nna ne awo 
808,Aka_Gha,"Yiw, mmabun betumi anya nna ne awo ho akwahosan ho nhyehyɛe a wonni insurance anaa sika. Ayaresabea ",Mmabun a wonni akwahosan ho a broni ka no 'insurance' no wɔ akwan pii a wɔbɛfa so anya nna ne awo ak
810,Aka_Gha,Mmabun betumi ne ankorankoro ne ɔmanfo ahyehyɛde ahorow adi nkitaho de akamfo wɔn sikasɛm mu hokwan ,Nkitahodi a wɔne ankorankoro adwumayɛkuo ne ɔmanfo ahyehyɛde ahorow bɛyɛ no betumi adi nsonsonoe a ɛ
815,Aka_Gha,Nkitahodi a Wɔabue Mu: Fi ase bɔ nkɔmmɔ a emu da hɔ na ɛkyerɛ obu fa abrabɔ pa ho nsɛmti te sɛ pene ,"Fa ""Me"" nsɛm di dwuma: Fa nsɛmfua te sɛ ""Mete nka sɛ m'ani nngye..."" anaa ""Memmpɛ sɛ meyɛ..."" Da wo "
816,Aka_Gha,Ɛyɛ ade a ɛfata sɛ wobɛte nka sɛ wo ho nyɛ wo dɛ anaasɛ woayɛ basaa bere a worebɔ nkɔmmɔ a ɛfa nsɛmt,"Ntawntawdi yɛ adebɔ mu ade wɔ abusuabɔ biara mu, nanso ɛho hia sɛ wosiesie adwene a enhyia wɔ ɔkwan "
821,Aka_Gha,Sɛnea wɔbɛhyɛ nna ne awoɔ apɔwmuden ho nhyehyɛe a ɛka obiara ho nkuran ni: Nneɛma a wobetumi anya: H,Mmabun a wɔadi dɛm betumi anya nna ne awo akwahosan ho nsɛm ne nnwuma a edi mu wɔ akwahosan ho nhyeh
823,Aka_Gha,Wowɔ hokwan sɛ wode kokoamsɛm sie bere a worebɔ bɔbea mu basabasayɔ (GBV) ho amanneɛ no. Hotlines ne,yɛ nhyehyɛe ma ɔsatu ahorow a wɔde ko tia bɔbea mu basabasayɔ (GBV) wɔ wo sukuu mu de kamfo nsakrae 
826,Aka_Gha,Mmara kwan so nkyerɛase ne nea ɛkyerɛ wɔ nna mu basabasayɛ ho no gu ahorow wɔ tumidi ahorow mu nanso,Mmara a ɛfa GBV ho no gu ahorow wɔ mmeae ahorow. Nea enti a ɛho hia ni: Hokwan ahorow a Wobɛhu: Mmar
827,Aka_Gha,Nyarewa a wonya fi nna mu (STI): Eyinom yɛ nyarewa a ɛnam nna mu nkitahodi so fi onipa biako so kɔ f,"STI, anaa nyarewa a wonya fi nna mu yɛ nyarewa a ɛnam nna mu nkitahodi so titiriw, a ɔbarima ne ɔbea"
835,Aka_Gha,Apɔmuden nhyehyɛeɛ betumi ahyɛ nkitahodiɛ a ɛda nna ne awoɔ mu apɔmuden dwumadie ne apɔmuden dwumadi,Mmabun betumi anya intanɛt so nea aborɔfo ka no 'crisis intervention' ho nnwuma a ɛfa nna ne awo akw
837,Aka_Gha,"Mmeranteɛ ne mmabaawa bɛtumi afa akwan ahodoɔ so atia amuo ne nyiyim wɔ wɔn mpɔtam, na wɔagyina ama ","Adwene a ɛnteɛ anaa anansesɛm a wɔtaa nya wɔ nna mu basabasayɛ ho no ma suban a epira, asodi a wɔde "
838,Aka_Gha,Wubetumi de nsɛm anaa nyansahyɛ ahorow ama wɔ akwahosan ho mmeae a ɛfata mmabun a wobɛma atu mpɔn wɔ,Wobetumi de nsɛm ama akwahosan ho adwumayɛbea bi de aboa wɔn ma wɔatu mpɔn wɔ wɔn nnwuma a ɛfata mma
839,Aka_Gha,"Sɛ wonya  ahokokwaw a wode bɛda w’ahiade, nea wopɛ, ne w’ahye adi wɔ ahotoso mu wɔ asetra mu tebea h",Nneyɛe pa a wɔde hwɛ sɛnea atipɛnfo mmoa nkitahodi ahorow no tu mpɔn ne nkɛntɛnso a ɛwɔ so no bi ne:
843,Aka_Gha,"Aban ahorow, NGO ahorow, ne mpɔtam ahyehyɛde ahorow di dwuma titiriw wɔ nhomasua ne adwumayɛ ho ntet",Mmabun betumi akamfo nna ne awo akwahosan ho nkyerɛkyerɛ ne nnwuma a ɛfa amammerɛ ho denam: Nhyehyɛe
844,Aka_Gha,Mmabun betumi anya ahokokwaw ahorow pii afi mmabun adwumayɛ nhyehyɛe ne adwumayɛ ho ntetee a wɔde wɔ,Mmabun betumi asiesie wɔn ho ama nkonimdi wɔ mmabun adwumayɛ nhyehyɛe ne adwumayɛ mu ntetee mu denam
847,Aka_Gha,Akwahosan ho adwumayɛfo di dwuma titiriw wɔ nnwuma a wɔaka abom a wɔde ma mmabun no mu. Wɔn asɛde ne,Akwahosan ho adwumayɛfo di dwuma titiriw wɔ hokwan a mmabun wɔ sɛ wɔpene so na wosi gyinae no mu den
848,Aka_Gha,Nkɔmmɔbɔ di akwanside ahorow a mmabun akuo a wɔato wɔn sintidua hyia no ho dwuma denam nneɛma a wɔde,"Amanaman ntam akwan a wɔfa so hwɛ nnipa hokwan ahorow so na wɔbɔ ho amanneɛ, te sɛ apam ahyehyɛde ah"
851,Aka_Gha,Nsɛm ho amanneɛbɔ ho nimdeɛ nea broni ka no 'media literacy' ma mmabun nya ahokokwaw a wɔde begye ns,Wobetumi de digyital akenkan ne akyerɛw ne nsɛm ho amanneɛbɔ (abɛɛfo ntentanfidie) ho nimdeɛ aka ASR
854,Aka_Gha,"Mpɛn pii no, akwahosan ho adwumayɛbea ahorow a ɛyɛ mmerante ne mmabaa de nnwuma ahorow a wɔayɛ ama m",Akwahosan ho adwumayɛfoɔ bɛtumi afa amammerɛ ahodoɔ mu de nna ne awo akwahosan (SRH) ho dwumadie a ɛ
856,Aka_Gha,"Yiw, aman pii wɔ mmara anaa nhyehyɛe ahorow a ɛbɔ hokwan a mmabun wɔ sɛ wɔpene so na wosi gyinae wɔ ","Yiw, mmara anaa nhyehyɛe ahorow bi wɔ hɔ a ɛbɔ akwannya a wowɔ sɛ wubenya nna ne awo akwaahosan ho n"
857,Aka_Gha,"Mmabun betumi de akwan te sɛ nea ɛda adi pefee, nea wɔhwɛ so, ne amanneɛbɔ adi dwuma de ama ankorank",Mmabun betumi akamfo sikasɛm nketewa dwumadie ne nhyehyɛeɛ mu nsakraeɛ a wɔbɛnya no yie denam: Nhumu
860,Aka_Gha,Nneɛma pii ka sɛnea mmabun hu na wɔte nka wɔ nsakraeɛ a ɛkɔ so wɔ wɔn nipadua ne afoforo nipadua mu ,"Nneyɛe a adwen da ho a wɔde tew nneɛma ne brɛ adwennwen ase na ɛma obi nya ahomegye, na ɛno betumi a"
861,Aka_Gha,"Yiw, mmoa ntam nkitahodi ne ahyehyɛde ahorow bi wɔ hɔ a wɔkyereɛ  akwannya ahorow a mmabun wɔ sɛ won","Yiw, ahyehyɛde ahorow ne mmoa nkitahodi ahorow wɔ hɔ a ɛbɛboa mmabun, a nea ɛka ho ne: Ayaresabea ah"
862,Aka_Gha,Ɛnyɛ nea wɔhwehwɛ sɛ akwahosan ho adwumayɛfo de nna mu nyarewa (STI) nhwehwɛmu ne ayaresa ho nnwuma ,"Yiw, akwahosan ho adwumayɛfo betumi agye amammerɛ anaa nyamesom mu nneyɛe pɔtee bi atom bere a wɔrey"
863,Aka_Gha,Atorɔ adwene anaa anansesɛm a wɔtaa nya fa bɔbea wo sesa no fi ɔbaa anaa ɔbarima kɔ ɔbarima anaa ɔba,"Woayɛ no yie, nsɛnnennen betumi aba: Bere a Wɔde Ma: Kari pɛ wɔ bɔbea mu basabasayɔ (GBV) dwumadi ah"
865,Aka_Gha,Dwumadie a εfa Nkɔmmɔbɔ Ho: Mpɔtam hɔ mmoa ntam nkitahodiɛ bɛtumi de ayɔnkofa nhyehyeε adi dwuma de ,Mmabun Ahyehyɛde kuo ahorow: Ahyehyɛde kuo ahorow te sɛ YMCA anaa Mmarimaa ne Mmabaa Kuw taa de mmer
867,Aka_Gha,Nnwumakuo ne nneɛma bi wɔ hɔ a ɛbɛboa mmabun ma wɔate wɔn hokwan ne ahobanbɔ ase sɛ wɔn a wɔde wɔn h,"Yiw, intanɛt so nneɛma bi wɔ hɔ a nea ɛka ho ne: Wɛbsaet ne blog ahorow a ɛde nsɛm, akwankyerɛ, ne w"
868,Aka_Gha,"Wɔyɛ ɔkasa ahorow fa kɔndɔm a wɔde di dwuma, sɛnea STI/HIV trɛw, ahobammɔ a wɔbɛtra, ne abusuabɔ a a",Wo ne w'abusua ne nnamfofoɔ kasa. ebetumi ayɛ den. Mmoa a ɛbɛtumi aboa wo no bi nie: Mmoa Akuo: Wo n
869,Aka_Gha,Mmabun betumi ahwehwɛ nkɔmmɔbɔ a ɛfa nna ne awo akwahosan ho wɔ nyamesom tebea horow mu denam nkɔmmɔ,Amammerɛ ne Nyamesom Nkɛntɛnso: Ebia amammerɛ anaa nyamesom mu gyidi pɔtee bi wɔ hɔ a ɛma nkorɔfɔ ku
871,Aka_Gha,W'ankasa nya fapem : Yɛ pintinn wɔ wo gyidi ne gyinapɛn ahorow a wobɛda no adi wɔ nkɔmmɔbɔ mu no mu.,Wubetumi de ahokeka a ɛfa asɛm a wɔka sie ho adi dwuma wɔ asetena mu tebea horow ankasa mu denam teb
873,Aka_Gha,Ebia mmara anaa nhyehyeɛ bi wɔ hɔ a wɔde bɛhwɛ sɛ wɔbɛnya nna mu yareɛ nhwehwɛmu ne ayaresa a ne boɔ,Mmeae pii wɔ hɔ a wobɛtumi ayɛ nhwehwɛmu wɔ STI ho wɔ Ghana: Ayaresabea: Aban ayaresabea ne ayaresab
875,Aka_Gha,Amammerɛ mu nneyɛe anaa atetesɛm a ebetumi aka mmabun nna ne awoɔ apomoden mu nsunsuanso no bi ne: A,"Mpɛn pii no, ɔhaw ne nhyɛso sɔre wɔ amammerɛ mu atetesɛm ne nnɛyi gyinapɛn ahorow a ɛfa nna ne awoɔ "
878,Aka_Gha,Mmabun a wɔnyem nya ɔhwɛ ahorow ahorow a wɔde hwɛ wɔn ansa na wɔawo a wɔn botae ne sɛ wɔbɛboa wɔn ap,Mmeae a ahobammɔ wom yɛ mmeae a nyiyimu anaa atemmu biara nni mu. Wɔho hia kɛse ma mmabun a wɔadi dɛ
883,Aka_Gha,"Akwanside ahorow a ɛtaa siw nkitahodi a etu mpɔn a ɛfa nna ne awo akwahosan ho no bi ne animtiaabu, ",Fa nsɛm a ɛkyerɛ sɛ woka wo ho so dua anaa nsɛmfua pa a wode ka wo ho di dwuma na ama wo ho a wobu n
884,Aka_Gha,"Sɛ wɔyɛ nhwehwɛmu hu sɛ ɔwɔ nna mu yareɛ a, ebetumi ayɛ hu na ama wate aniwu anaa wɔatew ne ho. Ɛho ",Ebia mmara anaa nhyehyeɛ bi wɔ hɔ a wɔde bɛhwɛ sɛ wɔbɛnya nna mu yareɛ nhwehwɛmu ne ayaresa a ne boɔ
885,Aka_Gha,Mmabun betumi akasa ama hokwan a wɔwɔ sɛ wɔpene so na wosi gyinae wɔ nna ne awo akwahosan ho nhyehyɛ,"Fa nkyerɛkyerɛ ma wɔ nna ne awo akwahosan hokwan ahorow ho, a nsɛm a ɛfa mmra, nhyehyɛe, ne amanaman"
887,Aka_Gha,"Nya Ahoɔden a Wobɛtumi Agyina Ano: Nya ahokokwaw a ɛbɛma woatumi agyina ano, te sɛ adwene a wɔde si ","Nneyɛe a adwen da ho a wɔde tew nneɛma ne brɛ adwennwen ase na ɛma obi nya ahomegye, na ɛno betumi a"
888,Aka_Gha,"Wo ""dabi"" no dɔɔso: Womfa nkyerɛkyerɛmu biara ka obiara. Fa ɛnne a emu yɛ den ne nipadua kasa di dwu","Wubetumi de me ahyɛ mu wɔ nsɛm a wubebisa, wo suahu ahorow a wobɛka, ne nsɛm a ɛhaw wo anaa dadwen b"
